first_name,last_name,birth_date,phone,street_address,city,postcode,country,country_code,customer_id
Bianka,Ackermann,08-03-1992,+49(0) 152397300,Lilly-Bien-Gasse 03,Hünfeld,22636,Germany,DE,4565372
Maya,Köster,13-01-2015,07049 182189,Kai-Uwe-Jessel-Platz 599,Hammelburg,57958,Germany,DE,2952729
David,Gute,05-01-1984,07849 61108,Meinhard-Drewes-Gasse 801,Donaueschingen,88989,Germany,DE,7135280
Tilmann,Bauer,02-02-1911,03361 088106,Henckstraße 87,Gräfenhainichen,48070,Germany,DE,1752992
Slavica,Junck,01-09-2013,0440176018,Matthäistr. 044,Potsdam,78048,Germany,DE,2792918
Benno,Heinz,14-12-1987,0107157061,Hövelring 9,Bersenbrück,20915,Germany,DE,4798950
Dariusz,Stiebitz,07-12-1915,+49(0)0212 496907,Carla-Kruschwitz-Ring 252,Seelow,85588,Germany,DE,4992905
Jeannine,Wernecke,14-10-1912,+49(0) 213668345,Wagenknechtstr. 75,Schlüchtern,03457,Germany,DE,9033881
Agnes,Neureuther,28-08-1955,02095 69829,Noackallee 0/6,Erfurt,34296,Germany,DE,7941115
Agnieszka,Caspar,30-01-2005,(09796) 48229,Eckard-Misicher-Ring 519,Feuchtwangen,58291,Germany,DE,5158938
Wendelin,Roskoth,26-08-1949,(07366) 208904,Juergen-Rosemann-Ring 72,Eggenfelden,82104,Germany,DE,5670267
Olaf,Jungfer,06-04-1939,+49(0)2115924037,Ilja-Roht-Gasse 9/3,Viersen,94219,Germany,DE,1862821
Marietta,Klemm,07-04-1970,+49 (0) 3873 820410,Mülichenstraße 04,Schwabmünchen,32218,Germany,DE,5084000
Leokadia,Roskoth,05-10-1973,(03852) 164727,Fadime-Holzapfel-Ring 124,Seelow,28199,Germany,DE,9945230
Gordon,Wähner,10-08-1921,(01102) 11461,Sergio-Gorlitz-Gasse 6,Hildesheim,93243,Germany,DE,5251653
Walter,Haering,03-07-1908,+49(0) 197966832,Kuhlstr. 0,Mühldorf am Inn,97346,Germany,DE,5488365
Mara,Staude,16-11-1956,(02836) 85295,Rouven-Klotz-Straße 2,Ravensburg,61501,Germany,DE,4763759
Karolin,Hoffmann,19-11-1960,(05972) 65355,Hahnplatz 1/0,Klötze,77779,Germany,DE,4365836
Vitali,Mälzer,10-12-1948,(07811) 72708,Ekkehart-Ruppert-Straße 514,Eutin,62379,Germany,DE,4036292
Selim,van der Dussen,03-11-1925,+49(0)6896 20055,Liane-Bolander-Allee 34,Eichstätt,89604,Germany,DE,9887180
Sina,Lehmann,10-08-1961,+49(0) 413265165,Mohauptgasse 7/6,Parchim,54924,Germany,DE,6675915
Hans Josef,Schüler,08-10-2018,+49(0)9004 79157,Heinz-Walter-Eckbauer-Ring 43,Gransee,23909,Germany,DE,6235211
Albert,Hauffer,11-05-1960,07847 17773,Cornelius-Jäntsch-Ring 98,Dinkelsbühl,54480,Germany,DE,2292253
Juliane,Sorgatz,04-11-1956,+49(0)4747096855,Hellwigstr. 819,Sebnitz,00117,Germany,DE,5143184
Emma,Carsten,06-09-1915,00514 508278,Emma-Schüler-Gasse 142,Oschatz,32856,Germany,DE,4857961
Anselm,Trüb,27-05-1926,+49 (0) 1851 857924,Hans-Ulrich-Löwer-Allee 27,Kulmbach,47266,Germany,DE,2425109
Karina,Harloff,16-07-1965,+49 (0) 0648 294916,Ullmannallee 2,Jülich,16978,Germany,DE,2115828
Erich,Staude,08-09-1937,+49(0)7990 832280,Harloffplatz 7/3,Bad Langensalza,26916,Germany,DE,6213204
Heinz-Joachim,Schaaf,04-04-1949,04709 37545,Karin-Kramer-Allee 2,Geithain,49221,Germany,DE,6192507
Inken,Becker,30-05-1984,(03912) 891433,Herrmannring 9,Bad Mergentheim,45899,Germany,DE,9407440
Maria,Reinhardt,06-09-1926,+49 (0) 3629 045345,Fliegnerring 8/7,Kulmbach,75351,Germany,DE,4916774
Lilo,Schlosser,25-06-1918,+49(0)0593 696172,Leonard-Etzold-Platz 821,Quedlinburg,68333,Germany,DE,3985334
Mirja,Bohnbach,12-08-1933,+49(0) 976615661,Heringplatz 2,Bremervörde,53966,Germany,DE,1711442
Bodo,Meister,21-12-1962,07915 685816,Benderstr. 6,Leipziger Land,25723,Germany,DE,6847813
Lena,Trommler,21-09-2016,+49(0) 740367222,Pärtzeltallee 68,Schongau,55304,Germany,DE,2503406
Anneke,Kraushaar,15-08-1910,(02400) 715985,Maja-Hering-Weg 888,Erbisdorf,18792,Germany,DE,7139254
Amalia,Dippel,14-06-1915,(01391) 47679,Meik-Schacht-Straße 6/8,Parchim,63625,Germany,DE,3318802
Willfried,Hartmann,28-06-1978,+49 (0) 8920 976031,Strohallee 91,Großenhain,09715,Germany,DE,7941299
Sandy,Killer,30-03-2011,01856 556304,Lorenz-Schmidt-Weg 06,Greiz,14627,Germany,DE,3510087
Samira,Stahr,01-10-1913,04920 88070,Viola-Höfig-Allee 377,Neunburg vorm Wald,09171,Germany,DE,7514365
Hans Dieter,Ortmann,17-01-1977,(09688) 52133,Claudio-Hecker-Weg 3,Euskirchen,12081,Germany,DE,1208737
Asta,Jüttner,21-03-1927,08680965343,Margarethe-Heuser-Ring 3/6,Gifhorn,31691,Germany,DE,9980556
Birthe,Gorlitz,28-06-1930,+49(0)3247781494,Huhnstr. 29,Ludwigslust,66287,Germany,DE,6064292
Ioannis,Barkholz,07-12-1947,(03081) 182822,Songül-Loos-Platz 486,Grafenau,49175,Germany,DE,6708554
Horst,Killer,19-06-1958,+49(0)4210 59762,Steinberggasse 05,Celle,22062,Germany,DE,8253875
Fatma,Bähr,21-06-1927,(02238) 48462,Ernest-Kuhl-Allee 29,Ansbach,49155,Germany,DE,2090614
Rose-Marie,Gehringer,27-09-1991,0813664194,Gerhardt-Gnatz-Platz 2,Bergzabern,97725,Germany,DE,1921908
Leon,Kohl,26-09-1974,04864 71777,Kordula-Textor-Ring 6/2,Zossen,13808,Germany,DE,4376796
Margarete,Mans,29-07-1963,+49(0)2499 44118,Kühnertallee 351,Aurich,76074,Germany,DE,4889935
Anne-Rose,Dehmel,23-12-1968,08725 61284,Kallertstr. 3,Goslar,99038,Germany,DE,5846566
Rosina,Tröst,08-10-1964,05545626311,Annerose-Döhn-Straße 46,Gießen,27035,Germany,DE,9021975
Johanna,Thies,21-07-2008,+49(0)1042 913415,Schusterstr. 7,Rothenburg ob der Tauber,39410,Germany,DE,9520418
Bianca,Trüb,31-03-2003,+49(0)1383 340330,Helen-Bähr-Straße 0,Hersbruck,05317,Germany,DE,6906224
Jane,Lorch,05-09-1914,01276 86623,Stollring 0/7,Wurzen,71913,Germany,DE,3359674
Margarethe,Dörschner,05-07-1938,+49(0)8395602842,Paulo-Stiffel-Weg 8,Dessau,06384,Germany,DE,2568680
Marliese,Matthäi,10-04-1922,06869490021,Pedro-Holt-Straße 13,Bremervörde,93841,Germany,DE,3996019
Elsa,Loos,28-02-1938,00496 191697,Fliegnerstr. 8,Herzberg,08351,Germany,DE,6853198
Lara,Mosemann,23-02-1957,0298006188,Köhlerweg 729,Berlin,28889,Germany,DE,7573578
Thea,Lehmann,22-04-1912,+49(0)0195 57663,Kargeweg 5/2,Pegnitz,76191,Germany,DE,9604598
Harri,Eimer,01-03-2007,+49(0)9867 916678,Hans-Eberhard-Pölitz-Weg 214,Schwerin,18827,Germany,DE,5943684
Kati,Seidel,05-05-1954,(08956) 01211,Arno-Jacob-Weg 8/1,Göppingen,79513,Germany,DE,2397775
Niklas,Heinrich,14-09-2000,+49 (0) 3108 664368,Alfonso-Faust-Platz 857,Bad Kissingen,50477,Germany,DE,8761776
Ivanka,Schottin,31-10-1977,+49(0)6643851501,Rotraut-Kühnert-Platz 9,Teterow,04250,Germany,DE,4937744
Elwira,Wulf,08-12-1990,08359 272092,Kristine-Wagner-Allee 460,Uelzen,24575,Germany,DE,1974378
Elisa,Bonbach,12-08-1952,+49(0)6342 643490,Hans-Herbert-Riehl-Platz 4,Schwandorf,47328,Germany,DE,7508379
Waltrud,Kabus,09-08-1941,0550569337,Hans Georg-Ziegert-Straße 645,Holzminden,49499,Germany,DE,2076433
Renate,Warmer,14-11-1930,05944 31075,Ehlertstr. 083,Burglengenfeld,49476,Germany,DE,8896033
Hülya,Johann,18-11-1988,+49(0)4829 93269,Beierweg 4/8,Bad Mergentheim,28639,Germany,DE,4468744
Maria-Luise,Wilmsen,01-07-1971,0152593805,Annelies-Nohlmans-Straße 815,Pasewalk,65731,Germany,DE,8824622
Ludwina,Trapp,24-06-2006,(08713) 338166,Sofia-Bohnbach-Platz 590,Zschopau,26505,Germany,DE,9035204
Dietlinde,Naser,16-11-1974,09406 518781,Ruppertgasse 4/2,Recklinghausen,86746,Germany,DE,2691847
Annegrete,Scholl,06-09-1922,+49(0) 774796117,Robert-Ernst-Gasse 2,Bad Brückenau,74486,Germany,DE,1071798
Danny,Schenk,12-04-1987,+49 (0) 1840 759378,Schülerring 7/2,Jena,59094,Germany,DE,7773947
Jadwiga,Hentschel,23-09-2002,02418 710312,Ullmannplatz 570,Grimma,46660,Germany,DE,4894151
Juergen,Süßebier,16-06-1933,09769145626,Abram-Pergande-Weg 2,Hannoversch Münden,49096,Germany,DE,3826954
Loretta,Bruder,08-11-1919,(02236) 81760,Benthinweg 1,Artern,64812,Germany,DE,9289708
Wanda,Winkler,12-10-1964,01633503695,Stefanie-Schwital-Straße 13,Germersheim,08066,Germany,DE,7824664
Marius,Jessel,29-07-1939,07784583176,Ottfried-Rust-Allee 798,Mainburg,53734,Germany,DE,2926947
Karl-Peter,Putz,20-08-1986,+49(0)0081 748245,Dominic-Wulff-Gasse 44,Wolfratshausen,16300,Germany,DE,7854547
Aenne,Stiffel,30-01-1914,+49 (0) 3646 607069,Karzstraße 0/0,Wernigerode,66469,Germany,DE,9759609
Doris,Wieloch,04-08-1924,+49 (0) 0862 416904,Schaafgasse 2/5,Schleiz,59031,Germany,DE,6372700
Grzegorz,Drewes,13-01-1955,+49(0)6346840204,Tim-Bohnbach-Ring 56,Görlitz,25260,Germany,DE,9490551
Jacob,Ullrich,04-02-1953,(01001) 365585,Henri-Weihmann-Platz 13,Torgau,30643,Germany,DE,6441415
Bekir,Scholz,19-12-1986,03166187388,Heimo-Renner-Weg 9,Main-Höchst,52641,Germany,DE,1807911
Carola,Werner,14-08-1985,+49 (0) 8800 281419,Wilmsenring 86,Hainichen,42541,Germany,DE,7913790
Alfonso,Mende,28-10-1991,(00470) 465799,Reimar-Jähn-Ring 7/5,Cloppenburg,52218,Germany,DE,2390925
Heinz-Josef,Stumpf,09-04-1988,0766250933,Hans-Joachim-Stiffel-Platz 0,Wismar,22110,Germany,DE,6795947
Cemil,Scholtz,19-02-1998,+49(0) 523864373,Henner-Junck-Straße 96,Badoberan,21793,Germany,DE,1682284
Ursel,Gutknecht,01-03-1934,04105051483,Helene-Binner-Allee 2,Gotha,94205,Germany,DE,5160342
Editha,Wesack,22-12-1933,+49(0)9122575990,Zänkerstraße 7,Berchtesgaden,30490,Germany,DE,4110025
Marion,Warmer,16-01-1997,(06634) 503627,Hans-Henning-Rose-Weg 0,Grevesmühlen,62840,Germany,DE,8007300
Diana,Hiller,28-04-1916,+49(0) 824030480,Antoinette-Ullmann-Platz 9/4,Arnstadt,01287,Germany,DE,1865096
Karl-Josef,Adolph,12-02-2000,(07478) 52187,Beierplatz 843,Neuss,91487,Germany,DE,3222026
Giuseppina,Mende,14-03-1966,+49(0) 374085114,Hans D.-Mans-Straße 4/7,Geldern,73043,Germany,DE,6259642
Suse,Paffrath,18-01-1948,(08797) 244634,Justus-Spieß-Straße 6,Bergzabern,42867,Germany,DE,1039385
Heidelinde,Jüttner,19-10-1947,+49(0)3746427242,Stilla-Henk-Straße 07,Hettstedt,85938,Germany,DE,4774957
Domenico,Fröhlich,21-04-1952,+49(0)4288 528692,Hagen-Sorgatz-Gasse 622,Schweinfurt,13025,Germany,DE,1326894
Leopoldine,Dietz,01-08-1997,00597868578,Wolfhard-Kostolzin-Ring 4/5,Bautzen,40201,Germany,DE,6869629
Lisette,Mohaupt,08-06-1920,+49(0)4628631404,Gitta-Bolzmann-Straße 3/9,Hohenmölsen,02318,Germany,DE,1891630
Krzysztof,Karz,19-09-2004,0115346455,Dirk-Briemer-Gasse 437,Backnang,67811,Germany,DE,4702079
Leyla,Holt,04-07-2017,00500 607662,Hans-Werner-Gute-Platz 746,Rudolstadt,07960,Germany,DE,8907612
Evelyn,Jungfer,31-12-1963,06853704380,Nikola-Müller-Straße 8,Monschau,68678,Germany,DE,2348187
Albert,Holzapfel,09-05-1992,(01563) 546296,Karsten-Hövel-Gasse 4,Wunsiedel,08698,Germany,DE,7489887
Sigismund,Loos,10-04-2009,+49(0)8981 87530,Metzgasse 94,Burgdorf,99558,Germany,DE,1507728
Carl-Heinz,Scheibe,18-05-1961,+49(0)7073 53686,Meyergasse 83,Kötzting,20587,Germany,DE,6366688
Siegbert,Oderwald,12-04-1992,+49(0)3113 599201,Theres-Cichorius-Gasse 0/4,Zschopau,92101,Germany,DE,8670886
Aenne,Stumpf,29-03-1911,+49(0) 302764232,Trappring 8,Eutin,42579,Germany,DE,3025931
Hermann Josef,Ullmann,10-07-1982,+49(0)5957 92403,Truppring 7/0,Genthin,64958,Germany,DE,3317588
Harry,Weitzel,19-07-1960,+49(0) 114239410,Vassilios-Stadelmann-Platz 626,Bad Kreuznach,77480,Germany,DE,2899100
Margitta,Karge,14-10-1967,(05291) 596555,Gunhild-Heydrich-Allee 2,Flöha,36940,Germany,DE,6589861
Cäcilia,Kobelt,25-10-1910,+49(0)4805 69329,Hamannweg 2/4,Wolgast,04586,Germany,DE,7179164
Sylke,Meister,09-10-2005,0048539761,Dajana-Barth-Gasse 2/6,Schlüchtern,75774,Germany,DE,8669494
Hermine,Noack,27-06-1930,05477074351,Silke-Budig-Allee 9/5,Haldensleben,20357,Germany,DE,2459501
Zehra,Gerlach,15-01-1959,06098 07861,Hajo-Meyer-Ring 11,Luckau,07110,Germany,DE,9760930
Marijan,Staude,27-02-1909,+49(0) 027646623,Häringplatz 6,Prenzlau,48247,Germany,DE,8994629
Alfons,Mende,08-08-1988,(09751) 413368,Eduard-Carsten-Ring 84,Ludwigsburg,31379,Germany,DE,9819101
Kornelia,Hartung,30-12-1944,(01826) 804663,Leonore-Bauer-Gasse 346,Gelnhausen,53339,Germany,DE,8287084
Wolf-Rüdiger,Loos,10-12-1965,08794665432,Haasering 867,Oschatz,57318,Germany,DE,9168800
Arno,Noack,03-05-1917,+49 (0) 3547 888244,Röhrdanzstraße 531,Luckau,04520,Germany,DE,3611084
Ricarda,Blümel,26-06-1939,08317069382,Drubring 197,Eisenberg,46638,Germany,DE,1211209
Hasso,Gierschner,02-12-2015,+49 (0) 4267 564139,Hans-Joachim-Zahn-Platz 8/6,Geldern,58706,Germany,DE,5479674
Matthäus,Barth,25-02-1916,(04115) 19714,Pechelstr. 6,Hannoversch Münden,93187,Germany,DE,2461937
Anatol,Heuser,09-03-1985,01845 981954,Liliana-Ernst-Ring 480,Genthin,68613,Germany,DE,6271010
Stavros,Renner,07-02-1958,04587463335,Seipgasse 69,Schwandorf,91637,Germany,DE,9907901
Jacek,Tlustek,01-04-1958,08272 484761,Ansgar-Scheel-Gasse 117,Wolfenbüttel,31403,Germany,DE,9534889
Karin,Kobelt,22-08-1912,+49(0)8780733450,Schomberstr. 3/1,Olpe,06175,Germany,DE,6457103
Gisa,Schwital,04-08-1962,(06479) 081023,Damian-Kroker-Allee 8,Lüneburg,77756,Germany,DE,5722291
Horst-Günter,Gehringer,18-06-1929,(01257) 72549,Truppring 5/5,Bamberg,17224,Germany,DE,7330791
Berend,Förster,20-03-1913,+49 (0) 5211 480989,Knappeallee 5/3,Badoberan,71886,Germany,DE,9653967
Edwin,Schinke,09-07-1991,+49(0)7613 808274,Liesbeth-Stoll-Straße 438,Schwäbisch Gmünd,03723,Germany,DE,6154334
Hanife,Bender,05-02-1993,(02531) 856166,Stiebitzstraße 0/4,Mühlhausen,65848,Germany,DE,6797348
Hubertine,Linke,05-05-1952,+49(0)2183912043,Artur-Rust-Weg 4,Neu-Ulm,40635,Germany,DE,4234633
Evangelia,Pechel,27-08-1933,+49 (0) 6368 902281,Olav-Jäkel-Weg 32,Wertingen,80364,Germany,DE,6814757
Ria,Hellwig,27-11-1912,0555064149,Wielochweg 9/3,Einbeck,84819,Germany,DE,6325900
Betti,Keudel,19-04-1957,00318 10156,Pärtzeltgasse 539,Rathenow,93212,Germany,DE,8267194
Ludmila,Henk,07-05-1977,+49(0)9688 19629,Filiz-Grein Groth-Gasse 3,Saarlouis,98085,Germany,DE,5639446
Hülya,Aumann,18-04-2002,+49(0)4849 40455,Hellwigallee 1,Starnberg,38716,Germany,DE,3105508
Adriane,Haering,28-08-1908,(00324) 10996,Lukas-Weihmann-Weg 8,Magdeburg,45660,Germany,DE,2481715
Muharrem,Salz,16-04-2008,0896163643,Franziska-Tröst-Ring 378,Böblingen,07287,Germany,DE,8249287
Giovanna,Berger,23-05-1949,+49(0)0972 808344,Nohlmansstraße 38,Stadtroda,03281,Germany,DE,9453744
Ferdi,Junk,23-11-1993,+49 (0) 8785 538159,Losekannallee 8,Waren,53919,Germany,DE,4953036
Tilo,Pechel,31-05-1929,0009682397,Gerhild-Henk-Weg 5,Geldern,84466,Germany,DE,8042210
Romy,Fliegner,27-02-1909,04279 71739,Förstergasse 903,Tirschenreuth,57197,Germany,DE,8312142
Marian,Bohlander,09-09-1968,+49(0)1046066553,Patbergplatz 8/5,Roding,52269,Germany,DE,1231352
Agnieszka,Sölzer,10-02-1948,09411 119477,Pölitzallee 526,Aachen,62458,Germany,DE,7619357
Thomas,Rosemann,04-03-1970,0052238531,Baumstr. 5,Iserlohn,90597,Germany,DE,2357900
Elmar,Rohleder,21-07-1982,(01114) 282604,Rörrichtweg 49,Sigmaringen,14347,Germany,DE,5637949
Ron,Bien,25-05-2021,01089074074,Klemtstraße 53,Zeulenroda,39419,Germany,DE,9332969
Reinhold,Kramer,24-04-1971,01778 68221,Thanelstraße 448,Worbis,54724,Germany,DE,9301638
Timo,Bruder,06-05-1940,+49(0) 233236342,Beckerstr. 018,Gotha,88968,Germany,DE,9194561
Jobst,Rogge,11-07-2003,+49(0)2111 02424,Schomberstraße 3,Günzburg,70630,Germany,DE,4825031
Patrick,Bloch,27-04-1938,+49(0)9402 412148,Curt-Schweitzer-Gasse 07,Flöha,30617,Germany,DE,8300970
Eckhardt,Loos,05-12-1976,03286 160748,Höfigstr. 38,Wittenberg,40601,Germany,DE,6904546
Centa,Lachmann,11-07-1947,+49(0)4851533798,Recep-Gotthard-Ring 89,Starnberg,69915,Germany,DE,2736951
Eugenia,Staude,27-11-1971,+49 (0) 4988 081092,Wiekplatz 922,Bergzabern,46782,Germany,DE,2251711
Kemal,Conradi,10-06-1928,(08062) 47096,Casparring 7,Guben,48868,Germany,DE,5714567
Christina,Butte,12-10-2018,+49(0)2885 47855,Alfonso-Hörle-Gasse 631,Deggendorf,22053,Germany,DE,1671534
Cindy,Wulff,27-06-2019,00290852042,Lukas-Hein-Ring 1/2,Schmölln,87905,Germany,DE,7051840
Frithjof,Krause,13-11-1927,01850 312975,Sylvester-Stroh-Allee 118,Waldmünchen,92011,Germany,DE,4220799
Waldemar,Wähner,03-09-1992,0804537313,Rädelstraße 726,Luckenwalde,57755,Germany,DE,2447777
Dorina,Eigenwillig,04-04-1912,+49(0)0368091451,Schottinallee 70,Rothenburg ob der Tauber,53959,Germany,DE,2072956
Hans-Josef,Schottin,08-06-1933,01969 947633,Bohnbachstraße 33,Sankt Goar,66771,Germany,DE,1105113
Notburga,Henk,31-07-2002,+49(0)2901387645,Boucseinring 0,Brilon,89346,Germany,DE,4155975
Erik,Stroh,20-09-1987,00631 53096,Nils-Bolnbach-Gasse 3,Wiedenbrück,49772,Germany,DE,2634775
Auguste,Tröst,15-06-1936,03475 331797,Alexei-Wohlgemut-Gasse 0/7,Hamburg,53976,Germany,DE,1126590
Kemal,Börner,02-10-1924,08033384532,Trubweg 0/9,Fulda,95712,Germany,DE,2413844
Christina,Staude,05-05-1933,+49(0) 434511088,Dajana-Schlosser-Allee 4,Erfurt,00111,Germany,DE,2933149
Matthäus,Wähner,13-06-1911,+49(0)2932 587251,Mälzerstr. 1/5,Pfaffenhofen an der Ilm,91005,Germany,DE,1571215
Fred,Junitz,29-01-1979,01676 41766,Jurij-Dussen van-Allee 466,Bad Freienwalde,40317,Germany,DE,1492029
Andreas,Stiebitz,14-10-2013,0096529470,Kilian-Henschel-Gasse 19,Bad Liebenwerda,74922,Germany,DE,4233138
Hans-Albert,Stahr,05-11-1982,+49(0)1556214878,Jasmina-Tintzmann-Straße 0/3,Weißenfels,37173,Germany,DE,2167273
Kriemhild,Dowerg,01-04-1986,(01968) 867107,Antonie-Wagenknecht-Allee 4/2,Bergzabern,39182,Germany,DE,1947139
Lydia,Börner,12-06-1952,(04507) 537105,Adem-Speer-Ring 25,Bad Kissingen,70329,Germany,DE,8455682
Barbara,Seifert,16-06-1908,01658327650,Heide-Rudolph-Allee 0,Tirschenreuth,12781,Germany,DE,4965285
Jochem,Sauer,12-09-1917,+49(0)4171319648,Heinz-Willi-Rädel-Weg 390,Sankt Goarshausen,82556,Germany,DE,5139707
Hans-Jochen,Paffrath,02-07-1993,01614644458,Willibert-Pärtzelt-Gasse 76,Gütersloh,31864,Germany,DE,9363973
Marjan,Zirme,23-10-1933,+49(0)2561 985674,Anna-Ring-Platz 9,Querfurt,23774,Germany,DE,4074519
Hans-Otto,Wirth,22-01-1971,+49(0) 486225085,Sylvester-Roskoth-Gasse 803,Reutlingen,56660,Germany,DE,5933985
Desiree,Klotz,13-06-1977,+49 (0) 6567 655502,Wellerweg 6,Helmstedt,28319,Germany,DE,4390778
Dogan,Mangold,07-07-1982,+49 (0) 1027 307658,Neuschäferring 5/9,Backnang,18647,Germany,DE,7368378
Wolfgang,Kabus,11-05-1997,(00150) 755181,Dirk-Bender-Gasse 487,Zerbst,04428,Germany,DE,8318939
Theodora,Grein Groth,24-11-1937,+49(0)3914 167865,Babette-Herrmann-Straße 85,Uffenheim,51819,Germany,DE,1695753
Waldtraut,Mies,26-10-1992,+49 (0) 9055 076614,Swetlana-Gutknecht-Platz 767,Stade,83080,Germany,DE,4660195
Hermine,Henk,31-07-1964,+49(0)2940280724,Hofmannstraße 99,Strasburg,35118,Germany,DE,8138905
Hansgeorg,Scholtz,12-09-1918,08955421371,Lachmannstraße 859,Zschopau,36201,Germany,DE,9373272
Serge,Harloff,14-08-1978,09867462650,Karolina-Höfig-Allee 1,Garmisch-Partenkirchen,63543,Germany,DE,1380481
Vittorio,Scholl,20-02-1970,03128786042,Gitta-Hölzenbecher-Ring 789,Pasewalk,05110,Germany,DE,8202463
Jens-Peter,Preiß,25-06-1980,07180 67370,Oestrovskyallee 7/5,Altentreptow,47051,Germany,DE,6875318
Heribert,Ebert,08-04-1992,06707 68007,Handestraße 01,Hainichen,50539,Germany,DE,7585952
Brit,Schottin,27-07-1995,09888 610417,Seidelweg 25,Burgdorf,87989,Germany,DE,8065473
Carsten,Spieß,16-11-1955,(04655) 65574,Rocco-Harloff-Allee 255,Coburg,51717,Germany,DE,5220009
Gesa,Gerlach,04-07-1986,03838 95028,Burkhardt-Junck-Allee 4,Weißwasser,60234,Germany,DE,3328323
Apollonia,Kroker,13-06-1944,04782 21334,Bauerstr. 8,Hettstedt,58319,Germany,DE,2804233
Adriana,Pieper,31-05-1998,(04574) 583468,auch Schlauchinstraße 7/1,Wurzen,68329,Germany,DE,1239762
Reinhild,Eimer,04-04-1919,(01360) 66470,Heinrichstr. 4,Donaueschingen,32245,Germany,DE,9683788
Branka,Zobel,07-04-2006,(06529) 20584,Beckerstr. 3/7,Augsburg,86492,Germany,DE,2822698
Wenke,Kühnert,06-01-1981,+49(0)4603362414,Pieperweg 606,Eisenhüttenstadt,76825,Germany,DE,1680002
Mattias,Adolph,18-10-1953,+49 (0) 0265 264297,Luis-Linke-Ring 6/4,Meppen,37027,Germany,DE,3284730
Constantin,Trubin,11-09-1980,(05393) 84990,Rudolf-Kramer-Weg 3/6,Burglengenfeld,82660,Germany,DE,1087894
Türkan,Lindau,11-09-1981,+49(0) 662422792,Hans-Ludwig-Blümel-Ring 7/5,Rosenheim,46219,Germany,DE,3761582
Damaris,Junck,11-12-2008,02330 93871,Constantin-Käster-Straße 782,Wittstock,65798,Germany,DE,1360104
Marek,Bauer,07-03-1968,04148 13001,Kraushaarstr. 2,Regensburg,61222,Germany,DE,9885603
Elfi,Hölzenbecher,15-06-1936,06760071120,Patbergstr. 8,Bernburg,29159,Germany,DE,5297532
Cathrin,Schaaf,30-04-1971,05936080593,Hanno-Wirth-Platz 4,Herzberg,27710,Germany,DE,6054532
Elif,Schleich,02-01-1913,03795 783444,Zobelallee 6,Malchin,28593,Germany,DE,3345392
Laszlo,Bärer,28-02-1916,+49(0)4987292699,Ilona-Hertrampf-Ring 4,Gütersloh,76442,Germany,DE,8584725
Sara,Patberg,30-04-1924,(01197) 861768,Brudergasse 8/0,Hettstedt,64375,Germany,DE,5986683
Irma,Mentzel,05-12-2004,01255761458,Edeltraut-Kambs-Weg 03,Greiz,52157,Germany,DE,2253035
Oswald,Scholtz,03-11-1927,(01983) 395530,Romana-Stahr-Gasse 5,Seelow,48755,Germany,DE,8607963
Apostolos,Mielcarek,06-11-2014,03890067393,Carmela-Lange-Platz 5,Bad Mergentheim,31187,Germany,DE,6436966
Hanni,Dippel,11-09-1971,04278 865897,Langernring 4/0,Reutlingen,52616,Germany,DE,6793065
Sylke,Renner,03-01-2015,04006 82492,Langestr. 8/9,Döbeln,36130,Germany,DE,2264028
Wera,Dörschner,23-08-1967,01578315477,Concetta-Graf-Platz 78,Hildburghausen,79014,Germany,DE,1933917
Theres,Reichmann,30-12-1961,07074 65104,Mehdi-Adler-Allee 462,Miltenberg,45173,Germany,DE,6043404
Friedbert,Gute,20-04-1953,0825667286,Ehlertring 489,Coburg,11290,Germany,DE,6435532
Marie-Luise,Schlosser,24-10-1990,+49(0) 302306505,Beyerallee 2/5,Brilon,13437,Germany,DE,6936857
Albertine,Carsten,10-03-1974,+49(0)4568 124624,Cristina-Kranz-Platz 0,Vechta,76091,Germany,DE,5418873
Sina,Fritsch,03-11-1967,(08990) 629587,Fabian-Kabus-Ring 3,Güstrow,44159,Germany,DE,4522155
Constance,Schaaf,28-03-1925,03063 951430,Leonore-Heinz-Straße 3/5,Emmendingen,69891,Germany,DE,6551890
Raissa,Wesack,14-03-1960,+49 (0) 0687 651251,Gabriel-Kohl-Gasse 7/5,Staffelstein,16132,Germany,DE,8427791
Hasso,Döhn,30-04-1915,+49(0)3430280625,Hahnring 99,Lichtenfels,17365,Germany,DE,6817365
Wolf,Biggen,18-03-2003,02630 288232,Margrafweg 464,Waldmünchen,08181,Germany,DE,7516882
Claire,Hermighausen,03-03-1956,+49(0) 803812187,Döhnallee 0,Aurich,50869,Germany,DE,2136331
Hansgeorg,Weinhold,23-07-1981,+49(0)3924 71953,Gierschnerallee 6/0,Spremberg,94289,Germany,DE,4024606
Walburga,Förster,02-06-1947,+49(0)2392123918,Ackermannallee 65,Osterode am Harz,47935,Germany,DE,4599089
Eleni,Stadelmann,21-01-1988,+49(0) 073679773,Pirmin-Bolnbach-Straße 6/0,Sebnitz,36251,Germany,DE,8282425
Ilja,Seifert,24-04-1962,0748075091,Hans-Heinrich-Margraf-Gasse 0/2,Zossen,28600,Germany,DE,2715458
Juri,Spieß,10-11-1917,+49 (0) 0294 560215,Aynur-Höfig-Allee 75,Riesa,11005,Germany,DE,8934691
Daniel,Girschner,10-02-2018,+49(0) 246006375,Niemeierplatz 1,Säckingen,00539,Germany,DE,9091399
